msoa,mode,time,area_m2,area_deg2
E02001042,CAR,15minutes,169533333.29723322,0.00437187500000004
E02001043,CAR,15minutes,125377425.39311711,0.0032346650000000176
E02001044,CAR,15minutes,191710231.46570987,0.004944015000000048
E02001045,CAR,15minutes,173058031.67048874,0.004460054999999882
E02001046,CAR,15minutes,289548161.29226255,0.007460659999999967
E02001047,CAR,15minutes,160489736.4614969,0.004138105000000087
E02001048,CAR,15minutes,167958030.22917873,0.004331554999999953
E02001049,CAR,15minutes,264451254.31086108,0.00681938000000004
E02001050,CAR,15minutes,163558336.22886205,0.00421915499999999
E02001051,CAR,15minutes,138371059.423797,0.003570269999999941
E02001052,CAR,15minutes,164127519.09212595,0.00423583500000006
E02001053,CAR,15minutes,156066283.23308027,0.004028695000000033
E02001055,CAR,15minutes,160544472.4325774,0.0041444149999999725
E02001056,CAR,15minutes,140911655.4504619,0.003640145000000008
E02001057,CAR,15minutes,158243839.7613767,0.004089240000000064
E02001059,CAR,15minutes,153898559.8165757,0.00397758000000004
E02001061,CAR,15minutes,136039833.77682132,0.0035170800000000066
E02001062,CAR,15minutes,124843657.90553744,0.0032292200000000083
E02001063,CAR,15minutes,120000500.5072623,0.003104695000000066
E02001064,CAR,15minutes,146223504.66842473,0.0037825649999998876
E02001065,CAR,15minutes,106491823.18212332,0.0027539450000000206
E02001066,CAR,15minutes,131128406.7372526,0.0033931200000000116
E02001067,CAR,15minutes,110663883.15049967,0.002863300000000013
E02001068,CAR,15minutes,159657391.9404075,0.004132454999999999
E02001069,CAR,15minutes,122757012.47671245,0.0031773850000000273
E02001070,CAR,15minutes,137597084.73396176,0.003561495000000047
E02001071,CAR,15minutes,125483257.49162596,0.003248010000000004
E02001072,CAR,15minutes,120733248.9571971,0.0031261000000000192
E02001073,CAR,15minutes,114532903.47032055,0.002966175000000079
E02001074,CAR,15minutes,140122418.26386222,0.003628949999999978
E02001075,CAR,15minutes,140098533.7977773,0.0036282900000000405
E02001076,CAR,15minutes,138910856.77192205,0.003597730000000005
E02001077,CAR,15minutes,108810987.51455581,0.002818609999999945
E02001078,CAR,15minutes,133169519.47043572,0.003449695000000044
E02001079,CAR,15minutes,147543175.07698402,0.003822910000000014
E02001080,CAR,15minutes,148390028.50318432,0.0038445449999999527
E02001081,CAR,15minutes,86675108.68941027,0.0022452699999999967
E02001082,CAR,15minutes,131616696.66768196,0.0034106649999999824
E02001083,CAR,15minutes,159362680.37965786,0.004132305000000012
E02001084,CAR,15minutes,138625391.96269625,0.003592489999999964
E02001085,CAR,15minutes,142372772.6428738,0.0036898500000000357
E02001086,CAR,15minutes,178039635.91379875,0.004617484999999926
E02001087,CAR,15minutes,138978425.94677547,0.0036035600000000334
E02001088,CAR,15minutes,231234042.53485283,0.0060016399999998984
E02001090,CAR,15minutes,374807220.77302253,0.0097275249999998
E02001091,CAR,15minutes,198929801.61152536,0.005164024999999994
E02001092,CAR,15minutes,212110120.42811516,0.00550733499999998
E02001093,CAR,15minutes,295426077.18728316,0.007668974999999865
E02001094,CAR,15minutes,206692454.09010595,0.005366630000000048
E02001095,CAR,15minutes,327148731.1555188,0.008492929999999918
E02001096,CAR,15minutes,191935734.98857924,0.004988200000000011
E02001097,CAR,15minutes,182659783.41413304,0.004746749999999963
E02001098,CAR,15minutes,130061325.99156378,0.003343014999999981
E02001099,CAR,15minutes,198324578.0628959,0.00509630000000004
E02001100,CAR,15minutes,156023883.31563836,0.0040112249999999915
E02001101,CAR,15minutes,168500386.65417185,0.004333280000000102
E02001102,CAR,15minutes,192373778.4490342,0.004948130000000059
E02001103,CAR,15minutes,189255367.4782318,0.004865275000000034
E02001104,CAR,15minutes,216494997.37136787,0.0055673300000000725
E02001105,CAR,15minutes,251953469.612714,0.0064814999999999855
E02001106,CAR,15minutes,220006006.08189797,0.00565968500000015
E02001107,CAR,15minutes,335835250.40905905,0.008636584999999967
E02001108,CAR,15minutes,171184551.9957827,0.004405554999999965
E02001109,CAR,15minutes,207498562.01669222,0.005341534999999969
E02001110,CAR,15minutes,179647009.68993753,0.0046214549999999905
E02001111,CAR,15minutes,156464083.8115646,0.004028620000000039
E02001112,CAR,15minutes,161338345.78123936,0.004154140000000027
E02001113,CAR,15minutes,293848585.8549545,0.007561659999999979
E02001114,CAR,15minutes,259220671.00273404,0.006672349999999967
E02001115,CAR,15minutes,198118355.09864193,0.005101314999999963
E02001116,CAR,15minutes,216611620.49247506,0.005578325000000049
E02001117,CAR,15minutes,131832953.1529203,0.003394450000000044
E02001118,CAR,15minutes,208811878.8109682,0.005377529999999979
E02001119,CAR,15minutes,165020265.8664716,0.004250819999999983
E02001121,CAR,15minutes,191203649.8479527,0.004926224999999952
E02001123,CAR,15minutes,186670705.46646062,0.004810245000000048
E02001124,CAR,15minutes,200873271.41502154,0.005178864999999938
E02001125,CAR,15minutes,320913475.1736968,0.008276804999999856
E02001126,CAR,15minutes,146350612.66398007,0.003773844999999988
E02001127,CAR,15minutes,153124311.80424333,0.003949360000000033
E02001128,CAR,15minutes,258806905.63217923,0.006680519999999918
E02001129,CAR,15minutes,168201554.68434525,0.004339874999999954
E02001130,CAR,15minutes,152960628.5456989,0.00394699999999998
E02001131,CAR,15minutes,140789576.81714714,0.003634294999999937
E02001132,CAR,15minutes,121373651.71478264,0.0031091599999999745
E02001133,CAR,15minutes,110424890.84396188,0.0028293499999999866
E02001134,CAR,15minutes,154785179.62894195,0.003968520000000024
E02001135,CAR,15minutes,175053487.86269107,0.004487834999999941
E02001136,CAR,15minutes,138046786.01504746,0.003539655000000017
E02001137,CAR,15minutes,139483684.90296555,0.0035779250000000074
E02001138,CAR,15minutes,147022051.58709815,0.0037725600000000008
E02001139,CAR,15minutes,148350034.8047575,0.0038045650000000245
E02001140,CAR,15minutes,171569648.10902625,0.004401975000000013
E02001141,CAR,15minutes,222865961.6194317,0.005720404999999965
E02001142,CAR,15minutes,169698370.37679553,0.004356655000000053
E02001143,CAR,15minutes,182092267.53711733,0.004674384999999985
E02001144,CAR,15minutes,277856415.66857094,0.007133444999999909
E02001145,CAR,15minutes,247275137.98011014,0.006347535000000069
E02001146,CAR,15minutes,235062091.86577,0.00603766999999999
E02001147,CAR,15minutes,201405003.26392874,0.00517480500000007
E02001148,CAR,15minutes,184345243.64592427,0.0047363499999999665
E02001149,CAR,15minutes,188937917.67252415,0.004856119999999991
E02001150,CAR,15minutes,146559877.77595496,0.003767420000000024
E02001151,CAR,15minutes,310455849.9032237,0.007982169999999894
E02001152,CAR,15minutes,200967274.73916012,0.0051712899999999725
E02001153,CAR,15minutes,142763914.13547063,0.0036743349999999795
E02001154,CAR,15minutes,188683169.44280422,0.004857884999999945
E02001155,CAR,15minutes,162826075.31791198,0.004193614999999997
E02001156,CAR,15minutes,187338781.96972513,0.004826095000000039
E02001157,CAR,15minutes,100113847.10190505,0.0025824849999999755
E02001158,CAR,15minutes,96988097.0370913,0.0025022350000000362
E02001159,CAR,15minutes,84318926.60772887,0.002176214999999921
E02001160,CAR,15minutes,122922615.42261726,0.003172720000000029
E02001161,CAR,15minutes,262335465.17787752,0.006760869999999885
E02001162,CAR,15minutes,113908186.8130195,0.0029384700000000177
E02001163,CAR,15minutes,211527335.84648314,0.005460625000000043
E02001164,CAR,15minutes,173071681.53834352,0.004468550000000036
E02001165,CAR,15minutes,151241291.5767966,0.0039043349999999437
E02001166,CAR,15minutes,156140688.08686197,0.004029419999999948
E02001167,CAR,15minutes,121793074.17342679,0.0031443000000000144
E02001168,CAR,15minutes,265947274.91972244,0.006866040000000063
E02001169,CAR,15minutes,193572462.37069482,0.005001040000000058
E02001170,CAR,15minutes,247551743.71677032,0.006393315000000009
E02001171,CAR,15minutes,297577972.7318345,0.007684879999999971
E02001172,CAR,15minutes,160825264.95273298,0.004152459999999998
E02001173,CAR,15minutes,169859104.37966666,0.0043872149999999496
E02001174,CAR,15minutes,154849765.2269053,0.004000019999999979
E02001175,CAR,15minutes,131577972.39752375,0.0034007000000001305
E02001176,CAR,15minutes,205755731.1836382,0.005317355
E02001177,CAR,15minutes,222216454.29716778,0.005743799999999902
E02001178,CAR,15minutes,109203116.09314395,0.002821289999999967
E02001179,CAR,15minutes,116565397.8325095,0.0030119849999999736
E02001180,CAR,15minutes,158009655.7755391,0.0040830250000000595
E02001181,CAR,15minutes,412878945.25450426,0.010681214999999902
E02001182,CAR,15minutes,162725533.83900225,0.004207960000000062
E02001183,CAR,15minutes,251485787.74709132,0.006506000000000063
E02001185,CAR,15minutes,98713815.64754318,0.0025568250000000126
E02001186,CAR,15minutes,95608019.82814747,0.002479705000000055
E02001187,CAR,15minutes,146943164.37153223,0.003802460000000046
E02001188,CAR,15minutes,88023513.39702481,0.0022786550000000027
E02001189,CAR,15minutes,107788211.24384212,0.0027925550000000242
E02001190,CAR,15minutes,107435926.34943251,0.0027831899999999636
E02001191,CAR,15minutes,116878386.73879908,0.0030281849999999853
E02001192,CAR,15minutes,127129227.51660624,0.003294429999999976
E02001193,CAR,15minutes,196310613.48423243,0.00508774500000004
E02001194,CAR,15minutes,115200356.62204504,0.002985994999999927
E02001195,CAR,15minutes,159838694.3973147,0.004141265000000027
E02001196,CAR,15minutes,125228453.16470885,0.003245224999999958
E02001197,CAR,15minutes,87681732.89606725,0.002272794999999955
E02001198,CAR,15minutes,141038244.86771438,0.0036560700000000416
E02001199,CAR,15minutes,135068840.89424682,0.0035019650000000704
E02001200,CAR,15minutes,135257943.12050194,0.003507869999999976
E02001201,CAR,15minutes,112807339.07062343,0.002926610000000105
E02001202,CAR,15minutes,82817131.19489871,0.002148745
E02001203,CAR,15minutes,201864444.74104974,0.005234710000000042
E02001204,CAR,15minutes,139531619.98937398,0.003620505000000017
E02001205,CAR,15minutes,120044156.62072194,0.003114529999999947
E02001206,CAR,15minutes,125839197.95450935,0.003265604999999926
E02001207,CAR,15minutes,108776952.3500333,0.002823289999999966
E02001208,CAR,15minutes,252634984.41002867,0.006558974999999939
E02001209,CAR,15minutes,117445616.3069984,0.0030485199999999487
E02001210,CAR,15minutes,95038487.3554416,0.002466759999999983
E02001211,CAR,15minutes,267527220.71046853,0.006943510000000024
E02001212,CAR,15minutes,114438138.11193156,0.0029712350000000083
E02001213,CAR,15minutes,105658543.91033831,0.0027432399999999827
E02001214,CAR,15minutes,300405956.0021735,0.007800849999999888
E02001215,CAR,15minutes,134327814.0674164,0.003487495000000011
E02001216,CAR,15minutes,129043596.89298926,0.00335275500000001
E02001217,CAR,15minutes,134378303.94321218,0.0034900949999999683
E02001218,CAR,15minutes,158552397.43566453,0.004119334999999983
E02001219,CAR,15minutes,136016188.23176262,0.0035344050000000573
E02001220,CAR,15minutes,163143030.64517558,0.0042407949999999734
E02001221,CAR,15minutes,201488910.13640627,0.005237760000000053
E02001222,CAR,15minutes,170595858.70719215,0.0044348400000000015
E02001223,CAR,15minutes,142700898.9956249,0.003708924999999984
E02001224,CAR,15minutes,141824544.43148962,0.003685710000000031
E02001225,CAR,15minutes,289265081.5179786,0.007525625000000018
E02001226,CAR,15minutes,222488274.78067547,0.005785805000000067
E02001227,CAR,15minutes,225934190.05329543,0.005877949999999981
E02001228,CAR,15minutes,360358111.6020359,0.009377184999999944
E02001229,CAR,15minutes,133661256.2142971,0.003445354999999989
E02001230,CAR,15minutes,129229518.71453066,0.0033342250000000795
E02001231,CAR,15minutes,93041998.17033872,0.0023997300000000417
E02001232,CAR,15minutes,157243117.90629187,0.004057584999999988
E02001233,CAR,15minutes,193122829.02493384,0.0049849950000000354
E02001234,CAR,15minutes,149032976.95062992,0.00384618499999994
E02001235,CAR,15minutes,168846163.48825133,0.00435884499999992
E02001236,CAR,15minutes,168399571.77668902,0.004347724999999937
E02001237,CAR,15minutes,137235480.59961978,0.0035432050000000154
E02001238,CAR,15minutes,172051542.64870867,0.004444609999999965
E02001239,CAR,15minutes,112435013.57518616,0.002904964999999973
E02001240,CAR,15minutes,140822464.49346584,0.0036376249999999326
E02001241,CAR,15minutes,293374144.66124445,0.0075801549999999765
E02001242,CAR,15minutes,259529437.58029583,0.006706440000000021
E02001243,CAR,15minutes,151234108.690299,0.0039071950000000326
E02001244,CAR,15minutes,160950668.02960256,0.004158415000000003
E02001245,CAR,15minutes,153260585.89074805,0.003960474999999968
E02001246,CAR,15minutes,136849856.75494045,0.0035367749999999963
E02001247,CAR,15minutes,159600032.71065083,0.004126665000000042
E02001248,CAR,15minutes,179179603.3756685,0.004633215000000016
E02001249,CAR,15minutes,254301492.47345412,0.00657851999999995
E02001250,CAR,15minutes,118830583.35979944,0.003074000000000003
E02001251,CAR,15minutes,239852046.33920732,0.006202365000000181
E02001252,CAR,15minutes,290854466.4090397,0.007522239999999967
E02001253,CAR,15minutes,187589125.52344754,0.004853479999999976
E02001254,CAR,15minutes,172305329.7492064,0.004457900000000027
E02001255,CAR,15minutes,194975300.96488833,0.005044080000000069
E02001256,CAR,15minutes,266967351.9528127,0.006907884999999992
E02001257,CAR,15minutes,108965890.50524117,0.0028201049999999955
E02001258,CAR,15minutes,163959721.0869249,0.004245070000000017
E02001259,CAR,15minutes,102785055.26482446,0.0026603100000000585
E02001260,CAR,15minutes,387515408.9626057,0.01003125499999997
E02001261,CAR,15minutes,127629829.83325933,0.0033048849999999315
E02001262,CAR,15minutes,114222878.66039564,0.002957234999999964
E02001263,CAR,15minutes,93212053.10489105,0.0024146949999998887
E02001264,CAR,15minutes,131265136.37456848,0.003400039999999958
E02001265,CAR,15minutes,71412728.83806968,0.0018503299999999806
E02001266,CAR,15minutes,188737641.35047024,0.004886704999999966
E02001267,CAR,15minutes,120737234.64008722,0.0031266849999999897
E02001269,CAR,15minutes,280039032.38622606,0.007256509999999968
E02001270,CAR,15minutes,216817001.88668436,0.0056192399999999325
E02001271,CAR,15minutes,225366230.39797705,0.005839670000000015
E02001272,CAR,15minutes,276339226.0153574,0.007164935000000006
E02001273,CAR,15minutes,130522958.28458427,0.003385604999999966
E02001274,CAR,15minutes,100433432.84535533,0.0026047900000000746
E02001275,CAR,15minutes,164141696.36023387,0.0042625050000000475
E02001276,CAR,15minutes,181750555.79579246,0.004714449999999959
E02001277,CAR,15minutes,57277542.73581414,0.0014858949999999379
E02001278,CAR,15minutes,900162.6904727046,2.3365000000004958e-05
E02001279,CAR,15minutes,122508611.84277634,0.003181525000000013
E02001280,CAR,15minutes,200696644.59852028,0.005213229999999934
E02001281,CAR,15minutes,165147994.52177882,0.00429015500000005
E02001282,CAR,15minutes,221625826.34352407,0.005757689999999993
E02001283,CAR,15minutes,286209381.42536026,0.0074411149999999366
E02001284,CAR,15minutes,236114280.8962858,0.006139405
E02001285,CAR,15minutes,290839285.3587293,0.007563700000000023
E02001286,CAR,15minutes,244431737.9776833,0.006353469999999993
E02001287,CAR,15minutes,186343516.0473886,0.004796100000000004
E02001288,CAR,15minutes,211315606.65714177,0.005441009999999982
E02001289,CAR,15minutes,235518520.68224126,0.006069064999999945
E02001290,CAR,15minutes,170305446.8753119,0.004386329999999956
E02001291,CAR,15minutes,137351311.64049843,0.0035414699999999893
E02001292,CAR,15minutes,148971998.69302005,0.0038402700000000115
E02001293,CAR,15minutes,93095736.6273647,0.0023999349999999837
E02001294,CAR,15minutes,116516463.15957679,0.0030050349999999806
E02001295,CAR,15minutes,119822728.44805215,0.0030912549999999937
E02001296,CAR,15minutes,111870664.30029966,0.0028873449999999587
E02001297,CAR,15minutes,220766675.16150045,0.005700119999999978
E02001298,CAR,15minutes,126286417.02691312,0.003258594999999989
E02001299,CAR,15minutes,123942893.6435685,0.0031985600000000044
E02001300,CAR,15minutes,203805520.9580002,0.005263449999999942
E02001301,CAR,15minutes,93898919.34031633,0.002424715000000032
E02001302,CAR,15minutes,128493054.8831125,0.003316329999999941
E02001303,CAR,15minutes,117677036.16977179,0.0030374500000000144
E02001304,CAR,15minutes,194852762.0073644,0.005033479999999954
E02001305,CAR,15minutes,148650234.8249209,0.003838010000000011
E02001306,CAR,15minutes,219961837.6493708,0.00568996500000004
E02001307,CAR,15minutes,169938197.96411493,0.004393209999999966
E02001308,CAR,15minutes,134835328.22200513,0.003481890000000007
E02001309,CAR,15minutes,136816053.3730851,0.0035333549999999898
E02001310,CAR,15minutes,114555128.44324751,0.002959149999999992
E02001311,CAR,15minutes,108732465.53424494,0.00280811499999998
E02001312,CAR,15minutes,882082.6238062627,2.2800000000002282e-05
E02001313,CAR,15minutes,150337171.67280367,0.0038841000000000227
E02001314,CAR,15minutes,119482106.09556419,0.0030877199999999392
E02001315,CAR,15minutes,266416884.0615632,0.006889460000000076
E02001316,CAR,15minutes,171168369.31466106,0.004424169999999976
E02001317,CAR,15minutes,150633949.21788454,0.0038945900000000055
E02001318,CAR,15minutes,193046863.5320416,0.004995539999999983
E02001319,CAR,15minutes,162024331.26078328,0.004189319999999977
E02001320,CAR,15minutes,237283779.29781464,0.00613907499999999
E02001321,CAR,15minutes,103576893.44302884,0.0026801399999999815
E02001322,CAR,15minutes,250002970.6805739,0.006471160000000034
E02001323,CAR,15minutes,235883187.93671718,0.006104864999999932
E02001324,CAR,15minutes,362183063.6316226,0.009380400000000075
E02001325,CAR,15minutes,232857255.75261799,0.0060298449999999825
E02001326,CAR,15minutes,314812672.05077803,0.008153675000000074
E02001327,CAR,15minutes,304786843.1696222,0.007892894999999973
E02001328,CAR,15minutes,326299501.6914756,0.00844782500000003
E02001329,CAR,15minutes,284503841.6646219,0.007375394999999783
E02001330,CAR,15minutes,503324834.23567206,0.01305567500000002
E02001331,CAR,15minutes,414934385.5207086,0.010764599999999794
E02001332,CAR,15minutes,44035229.74629057,0.0011440400000000425
E02001333,CAR,15minutes,378251899.50779074,0.00983196500000005
E02001334,CAR,15minutes,368366100.51859975,0.009571345000000024
E02001335,CAR,15minutes,283127380.01797724,0.007359250000000073
E02001336,CAR,15minutes,413580140.1948395,0.010748660000000068
E02001337,CAR,15minutes,449292130.0340322,0.011680870000000095
E02001338,CAR,15minutes,347798289.4298984,0.00904487999999994
E02001339,CAR,15minutes,295204322.10218257,0.0076797499999999635
E02001340,CAR,15minutes,372711414.7465874,0.009695285000000112
E02001341,CAR,15minutes,333888677.5180838,0.008686870000000046
E02001342,CAR,15minutes,292675055.0702534,0.007614165000000009
E02001343,CAR,15minutes,610165927.3616781,0.01587288000000014
E02001344,CAR,15minutes,177691711.33767444,0.004629669999999976
E02001345,CAR,15minutes,193290466.114974,0.0050361949999999794
E02001346,CAR,15minutes,286107897.0539475,0.007455609999999955
E02001347,CAR,15minutes,218605945.37603974,0.005671534999999922
E02001348,CAR,15minutes,189304899.97660825,0.004911054999999953
E02001349,CAR,15minutes,152567454.96141332,0.003959410000000005
E02001350,CAR,15minutes,296181310.16915125,0.007687859999999951
E02001351,CAR,15minutes,327773551.63190776,0.008508364999999973
E02001352,CAR,15minutes,169344472.7590014,0.004397579999999993
E02001353,CAR,15minutes,82562619.89068983,0.002144154999999985
E02001354,CAR,15minutes,203667053.67476884,0.005289620000000007
E02001355,CAR,15minutes,182003808.76558357,0.004727850000000005
E02001356,CAR,15minutes,217169165.07091495,0.005639259999999996
E02001357,CAR,15minutes,251309743.68259996,0.006527249999999966
E02001358,CAR,15minutes,174238217.12001982,0.004526815000000026
E02001359,CAR,15minutes,185534529.36837998,0.004820599999999997
E02001361,CAR,15minutes,174934596.10119182,0.004545274999999996
E02001362,CAR,15minutes,227973383.69304633,0.005923870000000015
E02001363,CAR,15minutes,191934420.79686368,0.004987375000000007
E02001364,CAR,15minutes,171004802.61484468,0.004444929999999968
E02001365,CAR,15minutes,166324874.6390532,0.004322914999999937
E02001366,CAR,15minutes,191302900.23503795,0.004972184999999956
E02001367,CAR,15minutes,179360108.78935337,0.0046625499999999745
E02001368,CAR,15minutes,128880117.81229222,0.003350855000000046
E02001369,CAR,15minutes,135222515.35186636,0.003517239999999979
E02001370,CAR,15minutes,118002149.90413316,0.003068474999999998
E02001371,CAR,15minutes,259159237.3737534,0.00673982000000006
E02001372,CAR,15minutes,289201143.7488315,0.0075207799999999535
E02001373,CAR,15minutes,213114419.7687182,0.005541990000000051
E02001374,CAR,15minutes,139454096.24745393,0.0036277850000000444
E02001375,CAR,15minutes,337278378.108972,0.008773790000000073
E02001376,CAR,15minutes,113680450.54737046,0.002957720000000033
E02001377,CAR,15minutes,113253172.0764979,0.0029479150000000444
E02001378,CAR,15minutes,311918861.13158333,0.008116555000000034
E02001380,CAR,15minutes,321875197.4914058,0.008376140000000058
E02001381,CAR,15minutes,114696556.56616704,0.002986169999999928
E02001382,CAR,15minutes,269345203.1021045,0.007010374999999999
E02001383,CAR,15minutes,126366008.01090688,0.003290229999999983
E02001384,CAR,15minutes,151841314.3152834,0.0039543249999999695
E02001385,CAR,15minutes,124237580.86243406,0.0032358350000000194
E02001386,CAR,15minutes,158990425.66156152,0.0041393599999998785
E02001387,CAR,15minutes,249451783.56000683,0.006494640000000008
E02001388,CAR,15minutes,177860966.13593972,0.00463275499999998
E02001389,CAR,15minutes,128011872.69689783,0.003334715000000008
E02001390,CAR,15minutes,101423514.97618735,0.0026420649999999803
E02001391,CAR,15minutes,521230342.29953057,0.013562654999999934
E02001392,CAR,15minutes,173163277.63730058,0.004510734999999981
E02001393,CAR,15minutes,205815281.67851725,0.005361635000000006
E02001394,CAR,15minutes,168385895.40826476,0.004386904999999995
E02001395,CAR,15minutes,177549753.2013102,0.004625800000000073
E02001396,CAR,15minutes,88787730.85609782,0.0023133099999999886
E02001397,CAR,15minutes,185298691.00736067,0.0048281300000000025
E02001398,CAR,15minutes,90806802.75699091,0.0023663200000000255
E02001399,CAR,15minutes,164808957.21688294,0.004295750000000057
E02001400,CAR,15minutes,168587408.60543638,0.004394775000000018
E02001401,CAR,15minutes,195799210.91784817,0.005104670000000097
E02001402,CAR,15minutes,133966365.51745659,0.003492220000000008
E02001403,CAR,15minutes,139592868.56290758,0.0036402650000000158
E02001404,CAR,15minutes,127854223.33988717,0.003335560000000067
E02001405,CAR,15minutes,243470172.1279931,0.006346415000000086
E02001406,CAR,15minutes,272755392.2153562,0.00705770000000007
E02001407,CAR,15minutes,206064509.17508048,0.0053320350000000665
E02001408,CAR,15minutes,304631732.0229344,0.007886210000000015
E02001409,CAR,15minutes,880199510.8784506,0.022798530000000164
E02001410,CAR,15minutes,554547392.0259202,0.014366629999999988
E02001411,CAR,15minutes,547998119.3280253,0.01419781000000003
E02001412,CAR,15minutes,447477546.7928851,0.011595150000000127
E02001413,CAR,15minutes,478667228.1641169,0.012403179999999965
E02001414,CAR,15minutes,430248214.99402994,0.011149789999999998
E02001415,CAR,15minutes,144810171.0528061,0.003752714999999859
E02001416,CAR,15minutes,144554860.08773166,0.0037494999999999955
E02001417,CAR,15minutes,342019450.5423334,0.008871800000000093
E02001418,CAR,15minutes,144532065.30597267,0.003747410000000049
E02001419,CAR,15minutes,370774242.3406129,0.009624390000000019
E02001420,CAR,15minutes,179800780.2882096,0.004662180000000101
E02001421,CAR,15minutes,265161737.0497276,0.0068766950000001045
E02001422,CAR,15minutes,216750968.5905623,0.005624690000000047
E02001423,CAR,15minutes,311667535.2700171,0.00809423499999995
E02001424,CAR,15minutes,274122119.3283035,0.007122530000000015
E02001425,CAR,15minutes,204065660.04746193,0.005299509999999957
E02001426,CAR,15minutes,296086612.85069245,0.007696159999999918
E02001427,CAR,15minutes,222361741.5533472,0.005778675000000061
E02001428,CAR,15minutes,428169993.6226254,0.011134564999999996
E02001429,CAR,15minutes,133818006.55585858,0.003436300000000031
E02001430,CAR,15minutes,163833465.63734066,0.00420825500000005
E02001431,CAR,15minutes,140708483.67196634,0.00361565500000004
E02001432,CAR,15minutes,145586281.02051038,0.0037423300000000484
E02001433,CAR,15minutes,175276169.462522,0.004506129999999975
E02001434,CAR,15minutes,171387769.58187672,0.004407199999999984
E02001435,CAR,15minutes,184464299.0355953,0.0047466299999999895
E02001436,CAR,15minutes,231656448.19120964,0.005961475000000044
E02001437,CAR,15minutes,168904440.3046687,0.0043479499999999555
E02001438,CAR,15minutes,247506558.30918333,0.006374545000000049
E02001439,CAR,15minutes,241204394.29377937,0.006223119999999932
E02001440,CAR,15minutes,237909336.90229434,0.006141930000000001
E02001441,CAR,15minutes,102575112.93106142,0.002650014999999976
E02001442,CAR,15minutes,260716663.48781353,0.006737684999999986
E02001443,CAR,15minutes,198137708.73606,0.005122599999999997
E02001444,CAR,15minutes,293248341.90992826,0.007581535000000059
E02001445,CAR,15minutes,349937991.2658705,0.009048460000000003
E02001446,CAR,15minutes,510631590.137401,0.013206149999999986
E02001447,CAR,15minutes,355046010.6412273,0.009189669999999874
E02001448,CAR,15minutes,484567094.4439283,0.012543489999999935
E02001449,CAR,15minutes,280783813.17641413,0.0072692849999999795
E02001450,CAR,15minutes,113214704.77218612,0.0029330199999999915
E02001451,CAR,15minutes,194619971.4714767,0.005042739999999994
E02001452,CAR,15minutes,185982681.1908198,0.004818390000000044
E02001453,CAR,15minutes,156962086.72344103,0.004066145000000008
E02001454,CAR,15minutes,237186073.72342753,0.00614641999999998
E02001455,CAR,15minutes,407475690.32176256,0.010553829999999991
E02001456,CAR,15minutes,89604066.19641072,0.002323265000000022
E02001457,CAR,15minutes,353838485.71954644,0.009166729999999932
E02001458,CAR,15minutes,104158537.12146673,0.002701090000000047
E02001459,CAR,15minutes,158119782.62254292,0.004099474999999968
E02001460,CAR,15minutes,144418444.04826468,0.0037477550000000453
E02001461,CAR,15minutes,147351818.96604928,0.0038222699999999666
E02001462,CAR,15minutes,109230919.1115466,0.0028354899999999666
E02001463,CAR,15minutes,156740061.6584405,0.004068225000000044
E02001464,CAR,15minutes,127669960.9745662,0.003314289999999991
E02001465,CAR,15minutes,158324377.46518698,0.004111785000000033
E02001466,CAR,15minutes,191245251.84384504,0.004966950000000038
E02001467,CAR,15minutes,59535192.06858899,0.0015486750000000009
E02001468,CAR,15minutes,86809522.85086265,0.0022587699999999868
E02001469,CAR,15minutes,219588600.42350465,0.005720549999999999
E02001470,CAR,15minutes,148861024.54953128,0.003875415000000043
E02001471,CAR,15minutes,102590306.24828099,0.002669940000000012
E02001472,CAR,15minutes,137294645.0003592,0.003575894999999977
E02001473,CAR,15minutes,235916614.96714166,0.006144835000000009
E02001474,CAR,15minutes,97974078.06433286,0.0025503949999999974
E02001475,CAR,15minutes,177210945.610142,0.004617165000000027
E02001476,CAR,15minutes,123961458.59203237,0.0032272449999999706
E02001477,CAR,15minutes,242908583.37072656,0.006329854999999962
E02001478,CAR,15minutes,273859312.79967564,0.007139220000000001
E02001479,CAR,15minutes,86382576.76072507,0.002251634999999966
E02001480,CAR,15minutes,67034222.91702194,0.0017479249999999876
E02001481,CAR,15minutes,175373620.94545645,0.004569054999999965
E02001482,CAR,15minutes,130492849.35570261,0.003400595000000022
E02001483,CAR,15minutes,309870120.53346986,0.008078984999999985
E02001484,CAR,15minutes,291314752.8866085,0.007595139999999964
E02001485,CAR,15minutes,142549118.2218571,0.0037168999999999744
E02001486,CAR,15minutes,196674870.19897214,0.0051271850000000315
E02001487,CAR,15minutes,146680455.89485598,0.003824790000000108
E02001488,CAR,15minutes,167846195.55476063,0.004377334999999982
E02001489,CAR,15minutes,232423021.0876752,0.006062674999999987
E02001490,CAR,15minutes,291147890.3911034,0.007595780000000025
E02001491,CAR,15minutes,264473938.91377074,0.006899119999999841
E02001492,CAR,15minutes,110108702.49571177,0.0028732300000000083
E02001493,CAR,15minutes,154968080.41915357,0.004043264999999992
E02001494,CAR,15minutes,128048370.17060216,0.0033420649999999887
E02001495,CAR,15minutes,183664642.7664818,0.004793335000000017
E02001496,CAR,15minutes,172972893.20941427,0.004512814999999996
E02001497,CAR,15minutes,121669790.49526298,0.0031755499999999715
E02001498,CAR,15minutes,161293567.93668523,0.00421019499999998
